"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","file.name"
"20190807","MW69-3715","5","B4","5","0.3","uM",0.274444566419807,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","B8","5","30","uM",0.232222325432145,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","D5","9","1","uM",0.114444495308665,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","D7","9","10","uM",0.384444615308718,0.36,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","E1","11","0.03","uM",0.240000106666714,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","E2","11","0","uM",0.110000048888911,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","E3","11","0.1","uM",0.111111160493849,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","E8","11","30","uM",7.21444765086562,0.24,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","5","F1","12","0.03","uM",0.975000433333526,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.000511164756411445,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A1","3","0.03","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A2","3","0","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A3","3","0.1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A4","3","0.3","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A5","3","1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A6","3","3","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A7","3","10","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","A8","3","30","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
"20190807","MW69-3715","05","B1","5","0.03","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,"NFA_20190807_MW69-3715_05_00(000).h5"
